eid,vinoid
979,29
704,29
780,29
831,29
763,29
381,29
680,29
46,29
305,29
997,29
915,29
690,29
292,29
504,29
623,29
629,29
348,29
395,29
973,29
98,29
758,29
694,29
455,29
531,29
573,29
607,29
940,29
72,29
282,29
435,29
314,29
456,29
341,29
404,29
568,29
628,29
616,29
30,29
650,29
591,29
652,29
247,29
410,29
296,29
50,29
114,29
642,29
154,29
393,29
488,29
951,29
648,29
261,29
556,29
658,29
55,29
188,29
478,29
239,29
489,29
349,29
360,29
577,29
768,29
175,29
162,29
611,29
268,29
899,29
266,29
492,29
472,29
542,29
423,29
471,29
638,29
769,29
992,29
842,29
269,29
419,29
929,29
38,29
325,29
624,29
792,29
503,29
228,29
81,29
430,29
302,29
730,29
880,29
713,29
202,29
966,29
414,29
3,29
582,29
452,29
626,29
93,29
44,29
328,29
989,29
211,29
984,29
538,29
223,29
517,29
82,29
957,29
8,29
853,29
366,29
601,29
286,29
441,29
980,29
692,29
246,29
890,29
908,29
671,29
140,29
284,29
541,29
69,29
113,29
224,29
120,29
34,29
519,29
470,29
510,29
922,29
932,29
590,29
627,29
823,29
417,29
384,29
179,29
358,29
53,29
388,29
636,29
506,29
73,29
187,29
276,29
403,29
837,29
375,29
298,29
389,29
382,29
270,29
428,29
161,29
299,29
272,29
982,29
686,29
936,29
51,29
379,29
670,29
407,29
265,29
109,29
289,29
634,29
809,29
165,29
198,29
97,29
326,29
569,29
520,29
884,29
277,29
321,29
689,29
330,29
687,29
554,29
759,29
647,29
950,29
770,29
646,29
822,29
483,29
790,29
572,29
783,29
251,29
110,29
342,29
338,29
186,29
550,29
867,29
221,29
948,29
434,29
14,29
359,29
370,29
903,29
315,29
406,29
194,29
803,29
20,29
868,29
502,29
738,29
473,29
117,29
728,29
11,29
534,29
829,29
440,29
313,29
749,29
902,29
130,29
255,29
445,29
813,29
442,29
599,29
412,29
555,29
356,29
262,29
461,29
378,29
913,29
974,29
782,29
734,29
537,29
559,29
106,29
107,29
380,29
137,29
767,29
474,29
585,29
116,29
35,29
257,29
385,29
985,29
849,29
698,29
975,29
883,29
280,29
230,29
741,29
372,29
600,29
705,29
580,29
309,29
815,29
722,29
346,29
451,29
987,29
869,29
5,29
864,29
923,29
925,29
766,29
702,29
334,29
9,29
632,29
871,29
719,29
536,29
105,29
218,29
826,29
832,29
746,29
814,29
576,29
23,29
926,29
747,29
200,29
986,29
955,29
933,29
935,29
450,29
635,29
157,29
674,29
398,29
214,29
579,29
515,29
426,29
739,29
820,29
421,29
416,29
291,29
981,29
661,29
212,29
942,29
991,29
196,29
344,29
736,29
807,29
353,29
178,29
892,29
791,29
512,29
709,29
493,29
560,29
215,29
993,29
701,29
152,29
862,29
415,29
656,29
811,29
377,29
781,29
124,29
802,29
721,29
505,29
874,29
825,29
318,29
481,29
729,29
860,29
41,29
168,29
392,29
886,29
320,29
574,29
655,29
863,29
253,29
39,29
491,29
438,29
143,29
350,29
260,29
40,29
754,29
625,29
968,29
927,29
578,29
501,29
48,29
367,29
25,29
244,29
256,29
387,29
100,29
592,29
1,29
363,29
486,29
567,29
641,29
547,29
897,29
609,29
830,29
532,29
877,29
463,29
589,29
336,29
861,29
185,29
841,29
402,29
870,29
540,29
216,29
667,29
166,29
552,29
776,29
904,29
373,29
800,29
988,29
111,29
319,29
961,29
174,29
851,29
58,29
301,29
45,29
433,29
708,29
873,29
237,29
297,29
418,29
89,29
145,29
745,29
696,29
460,29
466,29
22,29
836,29
888,29
169,29
659,29
941,29
354,29
586,29
2,29
598,29
118,29
475,29
226,29
457,29
396,29
103,29
490,29
164,29
695,29
630,29
752,29
545,29
595,29
484,29
439,29
15,29
943,29
355,29
525,29
994,29
562,29
956,29
459,29
610,29
967,29
95,29
812,29
637,29
887,29
945,29
937,29
765,29
333,29
798,29
494,29
193,29
839,29
431,29
240,29
142,29
846,29
13,29
49,29
876,29
563,29
720,29
744,29
633,29
788,29
645,29
910,29
533,29
316,29
263,29
104,29
995,29
779,29
535,29
669,29
845,29
660,29
716,29
368,29
818,29
248,29
905,29
743,29
914,29
742,29
664,29
983,29
17,29
587,29
810,29
958,29
24,29
31,29
711,29
176,29
668,29
101,29
596,29
52,29
549,29
487,29
177,29
619,29
665,29
163,29
959,29
335,29
447,29
449,29
821,29
232,29
666,29
413,29
895,29
362,29
856,29
71,29
583,29
75,29
824,29
649,29
136,29
383,29
345,30
513,30
238,30
307,30
817,30
748,30
805,30
604,30
464,30
907,30
361,30
498,30
693,30
295,30
204,30
954,30
640,30
148,30
485,30
477,30
371,30
612,30
516,30
840,30
900,30
678,30
133,30
726,30
425,30
0,30
575,30
710,30
480,30
27,30
61,30
258,30
978,30
901,30
357,30
653,30
112,30
482,30
644,30
210,30
122,30
553,30
881,30
509,30
242,30
74,30
343,30
306,30
565,30
977,30
893,30
180,30
947,30
963,30
411,30
327,30
222,30
909,30
192,30
939,30
21,30
149,30
594,30
707,30
364,30
996,30
917,30
374,30
312,30
205,30
469,30
523,30
245,30
965,30
651,30
254,30
281,30
605,30
778,30
311,30
443,30
279,30
293,30
236,30
679,30
70,30
259,30
16,30
657,30
7,30
408,30
390,30
866,30
544,30
86,30
756,30
727,30
43,30
723,30
496,30
684,30
444,30
332,30
894,30
139,30
794,30
969,30
753,30
682,30
620,30
972,30
146,30
527,30
59,30
733,30
750,30
835,30
613,30
243,30
928,30
725,30
294,30
683,30
77,30
697,30
54,30
546,30
339,30
593,30
331,30
99,30
804,30
121,30
681,30
155,30
208,30
688,30
878,30
777,30
476,30
934,30
267,30
308,30
213,30
700,30
78,30
522,30
964,30
732,30
351,30
195,30
29,30
507,30
249,30
203,30
56,30
283,30
67,30
806,30
774,30
971,30
558,30
91,30
465,30
889,30
606,30
241,30
184,30
833,30
199,30
775,30
37,30
786,30
797,30
141,30
150,30
87,30
602,30
675,30
631,30
761,30
764,30
787,30
944,30
918,30
376,30
724,30
852,30
617,30
4,30
275,30
96,30
962,30
865,30
855,30
125,30
28,30
65,30
557,30
233,30
524,30
663,30
584,30
795,30
808,30
819,30
409,30
714,30
26,30
189,30
718,30
206,30
454,30
437,30
352,30
581,30
588,30
68,30
427,30
676,30
879,30
998,30
615,30
386,30
170,30
467,30
264,30
757,30
497,30
643,30
799,30
84,30
322,30
173,30
399,30
153,30
771,30
706,30
66,30
340,30
551,30
273,30
548,30
76,30
838,30
784,30
850,30
511,30
872,30
566,30
369,30
160,30
990,30
400,30
10,30
924,30
159,30
57,30
703,30
201,30
324,30
60,30
234,30
209,30
896,30
760,30
731,30
462,30
47,30
953,30
843,30
181,30
518,30
138,30
912,30
278,30
737,30
785,30
85,30
827,30
300,30
834,30
436,30
543,30
183,30
285,30
911,30
882,30
42,30
857,30
530,30
229,30
144,30
796,30
323,30
80,30
919,30
561,30
949,30
597,30
938,30
88,30
365,30
271,30
570,30
751,30
231,30
220,30
147,30
167,30
564,30
793,30
816,30
458,30
608,30
603,30
6,30
639,30
528,30
526,30
36,30
108,30
250,30
127,30
699,30
64,30
102,30
847,30
217,30
916,30
83,30
468,30
712,30
394,30
424,30
207,30
235,30
132,30
672,30
952,30
622,30
129,30
191,30
401,30
931,30
304,30
225,30
571,30
654,30
391,30
946,30
762,30
32,30
772,30
801,30
529,30
18,30
717,30
848,30
539,30
453,30
773,30
960,30
131,30
514,30
446,30
420,30
63,30
337,30
62,30
621,30
12,30
735,30
182,30
618,30
921,30
134,30
310,30
740,30
90,30
828,30
614,30
448,30
405,30
755,30
190,30
906,30
495,30
691,30
19,30
854,30
317,30
347,30
397,30
970,30
673,30
875,30
479,30
123,30
885,30
79,30
252,30
171,30
789,30
920,30
92,30
115,30
859,30
858,30
677,30
288,30
898,30
500,30
197,30
930,30
274,30
521,30
999,30
976,30
715,30
135,30
432,30
219,30
290,30
287,30
891,30
422,30
329,30
94,30
172,30
158,30
151,30
979,30
704,30
780,30
831,30
763,30
381,30
680,30
46,30
305,30
997,30
915,30
690,30
292,30
504,30
623,30
629,30
348,30
395,30
973,30
98,30
758,30
694,30
455,30
531,30
573,30
607,30
940,30
72,30
282,30
435,30
314,30
456,30
341,30
404,30
568,30
628,30
616,30
30,30
650,30
591,30
652,30
247,30
410,30
296,30
50,30
114,30
642,30
154,30
393,30
488,30
951,30
648,30
261,30
556,30
658,30
55,30
188,30
478,30
489,30
349,30
360,30
577,30
768,30
175,30
162,30
611,30
268,30
899,30
266,30
492,30
472,30
542,30
471,30
638,30
769,30
992,30
842,30
269,30
419,30
929,30
38,30
325,30
624,30
792,30
119,30
503,30
228,30
81,30
430,30
302,30
730,30
880,30
713,30
202,30
966,30
414,30
3,30
582,30
452,30
626,30
93,30
44,30
328,30
989,30
211,30
984,30
538,30
223,30
517,30
82,30
957,30
8,30
853,30
366,30
601,30
286,30
441,30
980,30
692,30
246,30
890,30
908,30
671,30
140,30
284,30
541,30
69,30
113,30
224,30
120,30
34,30
519,30
470,30
510,30
922,30
932,30
590,30
627,30
823,30
417,30
384,30
179,30
358,30
53,30
388,30
636,30
506,30
73,30
187,30
276,30
403,30
837,30
375,30
298,30
389,30
382,30
270,30
428,30
161,30
272,30
982,30
686,30
936,30
51,30
379,30
670,30
407,30
265,30
109,30
289,30
634,30
809,30
165,30
198,30
97,30
326,30
569,30
520,30
884,30
277,30
321,30
689,30
330,30
687,30
554,30
759,30
647,30
950,30
770,30
646,30
822,30
483,30
790,30
572,30
783,30
251,30
110,30
342,30
338,30
186,30
550,30
867,30
221,30
948,30
434,30
14,30
359,30
370,30
903,30
315,30
406,30
194,30
803,30
20,30
868,30
502,30
738,30
473,30
117,30
728,30
11,30
534,30
829,30
440,30
313,30
749,30
902,30
130,30
255,30
445,30
813,30
442,30
599,30
412,30
555,30
356,30
262,30
461,30
378,30
913,30
974,30
782,30
734,30
537,30
559,30
106,30
107,30
380,30
137,30
126,30
767,30
474,30
585,30
116,30
35,30
257,30
385,30
985,30
849,30
698,30
975,30
883,30
280,30
230,30
741,30
372,30
600,30
705,30
580,30
309,30
815,30
722,30
346,30
451,30
987,30
869,30
5,30
864,30
925,30
766,30
702,30
334,30
9,30
632,30
871,30
719,30
536,30
105,30
218,30
826,30
832,30
746,30
814,30
576,30
23,30
926,30
747,30
200,30
986,30
955,30
933,30
935,30
450,30
635,30
157,30
674,30
398,30
214,30
579,30
515,30
426,30
739,30
820,30
421,30
416,30
291,30
661,30
212,30
942,30
991,30
662,30
196,30
344,30
736,30
807,30
353,30
178,30
892,30
791,30
512,30
493,30
560,30
215,30
993,30
701,30
152,30
862,30
415,30
656,30
811,30
377,30
781,30
124,30
802,30
721,30
505,30
874,30
318,30
481,30
729,30
860,30
41,30
168,30
392,30
886,30
320,30
574,30
655,30
863,30
253,30
491,30
438,30
143,30
350,30
260,30
40,30
754,30
625,30
968,30
927,30
578,30
501,30
48,30
367,30
25,30
244,30
256,30
387,30
100,30
592,30
1,30
363,30
486,30
303,30
567,30
547,30
897,30
609,30
830,30
532,30
877,30
463,30
589,30
336,30
861,30
185,30
841,30
402,30
870,30
540,30
216,30
667,30
166,30
552,30
776,30
904,30
373,30
800,30
988,30
111,30
319,30
961,30
174,30
851,30
58,30
301,30
45,30
433,30
708,30
873,30
237,30
297,30
418,30
89,30
145,30
745,30
696,30
460,30
466,30
22,30
836,30
888,30
169,30
659,30
941,30
354,30
586,30
2,30
598,30
118,30
508,30
475,30
226,30
457,30
396,30
103,30
490,30
695,30
630,30
752,30
545,30
595,30
484,30
439,30
15,30
943,30
355,30
525,30
994,30
562,30
956,30
459,30
610,30
967,30
95,30
812,30
637,30
685,30
887,30
945,30
937,30
765,30
333,30
798,30
494,30
193,30
839,30
431,30
240,30
142,30
846,30
13,30
49,30
876,30
563,30
744,30
633,30
788,30
645,30
910,30
533,30
316,30
263,30
104,30
995,30
779,30
535,30
845,30
660,30
716,30
368,30
818,30
248,30
905,30
743,30
914,30
742,30
664,30
983,30
17,30
587,30
810,30
958,30
24,30
31,30
711,30
176,30
668,30
101,30
596,30
52,30
549,30
487,30
177,30
619,30
665,30
163,30
959,30
335,30
447,30
449,30
821,30
232,30
666,30
413,30
895,30
362,30
856,30
71,30
583,30
75,30
824,30
649,30
136,30
383,30
345,31
513,31
238,31
307,31
817,31
748,31
805,31
604,31
464,31
907,31
361,31
498,31
693,31
295,31
204,31
954,31
640,31
148,31
485,31
477,31
371,31
612,31
516,31
840,31
900,31
678,31
133,31
726,31
425,31
0,31
575,31
710,31
480,31
27,31
61,31
258,31
978,31
901,31
357,31
653,31
112,31
482,31
644,31
210,31
122,31
553,31
881,31
509,31
242,31
74,31
343,31
306,31
565,31
977,31
893,31
180,31
947,31
963,31
411,31
327,31
222,31
909,31
192,31
939,31
21,31
149,31
594,31
707,31
364,31
996,31
917,31
374,31
312,31
205,31
469,31
523,31
245,31
965,31
651,31
254,31
281,31
605,31
778,31
311,31
443,31
279,31
293,31
236,31
679,31
70,31
259,31
16,31
657,31
7,31
408,31
390,31
866,31
544,31
86,31
756,31
727,31
43,31
723,31
496,31
684,31
444,31
332,31
894,31
139,31
794,31
844,31
969,31
753,31
682,31
620,31
972,31
146,31
527,31
59,31
733,31
750,31
835,31
613,31
243,31
928,31
725,31
294,31
683,31
77,31
697,31
54,31
546,31
339,31
593,31
331,31
99,31
804,31
121,31
681,31
155,31
208,31
688,31
878,31
777,31
476,31
934,31
267,31
308,31
213,31
700,31
78,31
522,31
964,31
732,31
351,31
195,31
29,31
429,31
249,31
203,31
56,31
283,31
67,31
806,31
774,31
971,31
558,31
91,31
465,31
889,31
606,31
241,31
184,31
833,31
199,31
775,31
37,31
786,31
797,31
141,31
150,31
87,31
602,31
675,31
631,31
761,31
764,31
787,31
944,31
918,31
376,31
724,31
852,31
4,31
275,31
96,31
962,31
865,31
855,31
125,31
28,31
65,31
557,31
233,31
524,31
663,31
584,31
795,31
808,31
819,31
409,31
714,31
26,31
189,31
718,31
206,31
454,31
437,31
352,31
581,31
588,31
68,31
427,31
676,31
879,31
998,31
615,31
386,31
170,31
467,31
264,31
757,31
497,31
643,31
799,31
84,31
322,31
173,31
399,31
153,31
771,31
706,31
66,31
340,31
551,31
273,31
548,31
76,31
838,31
784,31
850,31
511,31
872,31
156,31
566,31
369,31
160,31
990,31
400,31
10,31
924,31
159,31
57,31
703,31
201,31
324,31
60,31
234,31
209,31
896,31
760,31
731,31
462,31
47,31
953,31
843,31
181,31
518,31
138,31
912,31
278,31
737,31
785,31
85,31
827,31
300,31
834,31
436,31
499,31
543,31
183,31
285,31
911,31
882,31
42,31
857,31
530,31
229,31
144,31
796,31
323,31
80,31
919,31
561,31
949,31
597,31
938,31
88,31
365,31
271,31
570,31
751,31
231,31
220,31
147,31
167,31
564,31
793,31
816,31
458,31
608,31
603,31
6,31
639,31
528,31
526,31
36,31
108,31
250,31
127,31
699,31
64,31
102,31
847,31
217,31
916,31
83,31
468,31
712,31
394,31
424,31
207,31
235,31
132,31
672,31
952,31
622,31
129,31
191,31
401,31
931,31
304,31
225,31
571,31
128,31
654,31
391,31
946,31
762,31
32,31
772,31
801,31
529,31
717,31
848,31
539,31
453,31
773,31
960,31
131,31
514,31
446,31
420,31
63,31
62,31
621,31
12,31
735,31
182,31
618,31
921,31
134,31
310,31
740,31
90,31
828,31
614,31
448,31
405,31
755,31
190,31
906,31
495,31
33,31
691,31
19,31
854,31
317,31
347,31
397,31
970,31
673,31
875,31
479,31
123,31
885,31
79,31
252,31
171,31
789,31
920,31
92,31
115,31
859,31
858,31
677,31
288,31
898,31
500,31
197,31
930,31
274,31
521,31
999,31
976,31
715,31
135,31
432,31
219,31
290,31
287,31
891,31
422,31
227,31
329,31
94,31
172,31
158,31
151,31
979,31
704,31
780,31
831,31
763,31
381,31
680,31
46,31
305,31
997,31
915,31
690,31
292,31
504,31
623,31
629,31
348,31
395,31
973,31
98,31
758,31
694,31
455,31
531,31
573,31
607,31
940,31
282,31
435,31
314,31
456,31
341,31
404,31
568,31
628,31
616,31
30,31
650,31
591,31
652,31
247,31
410,31
296,31
50,31
114,31
642,31
154,31
393,31
488,31
951,31
648,31
261,31
658,31
55,31
188,31
478,31
239,31
489,31
349,31
360,31
768,31
175,31
162,31
611,31
268,31
899,31
266,31
492,31
472,31
542,31
423,31
638,31
769,31
992,31
842,31
269,31
419,31
929,31
38,31
325,31
624,31
792,31
119,31
503,31
228,31
81,31
430,31
302,31
730,31
880,31
713,31
202,31
966,31
414,31
3,31
582,31
452,31
626,31
93,31
44,31
328,31
989,31
211,31
984,31
538,31
223,31
517,31
82,31
957,31
8,31
853,31
366,31
601,31
286,31
441,31
980,31
692,31
246,31
890,31
908,31
671,31
140,31
284,31
541,31
69,31
113,31
224,31
120,31
34,31
519,31
470,31
510,31
922,31
932,31
590,31
627,31
823,31
417,31
384,31
179,31
358,31
53,31
388,31
636,31
506,31
73,31
187,31
276,31
403,31
837,31
375,31
298,31
389,31
382,31
270,31
428,31
161,31
299,31
272,31
982,31
686,31
936,31
51,31
379,31
670,31
407,31
265,31
109,31
289,31
634,31
809,31
165,31
198,31
97,31
326,31
569,31
520,31
884,31
277,31
321,31
689,31
330,31
687,31
554,31
759,31
647,31
950,31
770,31
646,31
822,31
483,31
790,31
572,31
783,31
251,31
110,31
342,31
338,31
550,31
867,31
221,31
948,31
434,31
14,31
359,31
370,31
903,31
315,31
406,31
194,31
803,31
20,31
868,31
502,31
738,31
473,31
117,31
728,31
11,31
534,31
829,31
440,31
313,31
749,31
902,31
130,31
255,31
445,31
813,31
442,31
599,31
412,31
555,31
356,31
262,31
378,31
913,31
974,31
782,31
734,31
537,31
559,31
106,31
107,31
380,31
137,31
126,31
767,31
474,31
116,31
35,31
257,31
385,31
985,31
849,31
698,31
975,31
883,31
280,31
230,31
741,31
372,31
600,31
705,31
580,31
309,31
815,31
722,31
346,31
451,31
987,31
869,31
5,31
864,31
923,31
925,31
766,31
702,31
334,31
9,31
632,31
871,31
719,31
536,31
105,31
218,31
826,31
832,31
746,31
814,31
576,31
23,31
926,31
747,31
200,31
986,31
955,31
933,31
935,31
450,31
635,31
157,31
674,31
398,31
214,31
579,31
515,31
426,31
739,31
820,31
421,31
416,31
291,31
981,31
661,31
212,31
942,31
991,31
662,31
196,31
344,31
807,31
353,31
178,31
892,31
791,31
512,31
709,31
493,31
560,31
215,31
993,31
701,31
152,31
862,31
415,31
656,31
811,31
377,31
781,31
124,31
802,31
721,31
505,31
874,31
825,31
318,31
481,31
729,31
860,31
41,31
168,31
392,31
886,31
320,31
574,31
655,31
863,31
253,31
39,31
491,31
438,31
143,31
350,31
260,31
40,31
754,31
625,31
968,31
927,31
578,31
48,31
367,31
25,31
256,31
387,31
100,31
592,31
1,31
363,31
486,31
303,31
567,31
641,31
547,31
897,31
609,31
830,31
532,31
877,31
463,31
589,31
336,31
861,31
185,31
841,31
402,31
870,31
540,31
216,31
667,31
166,31
552,31
776,31
904,31
373,31
800,31
988,31
111,31
319,31
961,31
174,31
851,31
58,31
301,31
45,31
433,31
708,31
873,31
237,31
297,31
418,31
89,31
145,31
745,31
696,31
460,31
466,31
22,31
836,31
888,31
169,31
659,31
941,31
354,31
586,31
2,31
598,31
118,31
508,31
475,31
226,31
457,31
396,31
103,31
490,31
164,31
695,31
630,31
752,31
545,31
595,31
484,31
439,31
15,31
943,31
355,31
525,31
994,31
562,31
956,31
459,31
610,31
967,31
95,31
812,31
637,31
685,31
945,31
937,31
765,31
333,31
798,31
494,31
193,31
839,31
431,31
240,31
142,31
846,31
13,31
49,31
876,31
563,31
720,31
744,31
633,31
788,31
645,31
910,31
533,31
316,31
263,31
104,31
995,31
779,31
535,31
669,31
845,31
660,31
716,31
368,31
818,31
248,31
905,31
743,31
914,31
742,31
664,31
983,31
17,31
587,31
810,31
958,31
24,31
31,31
711,31
176,31
668,31
101,31
596,31
52,31
549,31
487,31
177,31
619,31
665,31
163,31
959,31
335,31
447,31
449,31
821,31
666,31
413,31
895,31
362,31
856,31
71,31
583,31
75,31
824,31
649,31
136,31
383,31
345,32
513,32
238,32
307,32
817,32
748,32
805,32
604,32
464,32
907,32
361,32
498,32
693,32
295,32
204,32
954,32
640,32
148,32
485,32
477,32
371,32
612,32
516,32
840,32
900,32
678,32
133,32
726,32
425,32
0,32
575,32
710,32
480,32
27,32
61,32
258,32
978,32
901,32
357,32
653,32
112,32
482,32
644,32
210,32
122,32
553,32
881,32
509,32
242,32
74,32
343,32
306,32
565,32
977,32
893,32
180,32
947,32
963,32
411,32
327,32
222,32
909,32
192,32
939,32
21,32
149,32
594,32
707,32
364,32
996,32
917,32
374,32
312,32
205,32
469,32
523,32
245,32
965,32
651,32
254,32
281,32
605,32
778,32
311,32
443,32
279,32
293,32
236,32
679,32
70,32
259,32
16,32
657,32
7,32
408,32
390,32
866,32
544,32
86,32
756,32
727,32
43,32
723,32
496,32
684,32
444,32
332,32
894,32
139,32
794,32
844,32
969,32
753,32
682,32
620,32
972,32
146,32
527,32
59,32
733,32
750,32
835,32
613,32
243,32
928,32
725,32
294,32
683,32
77,32
697,32
54,32
546,32
339,32
593,32
331,32
99,32
804,32
121,32
681,32
155,32
208,32
688,32
878,32
777,32
476,32
934,32
267,32
308,32
213,32
700,32
78,32
522,32
964,32
732,32
351,32
195,32
29,32
429,32
507,32
249,32
203,32
56,32
283,32
67,32
806,32
774,32
971,32
558,32
91,32
465,32
889,32
606,32
241,32
184,32
833,32
199,32
775,32
37,32
786,32
797,32
141,32
150,32
87,32
602,32
675,32
631,32
761,32
764,32
787,32
944,32
918,32
376,32
724,32
852,32
617,32
4,32
275,32
96,32
962,32
865,32
855,32
125,32
28,32
65,32
557,32
233,32
524,32
663,32
584,32
795,32
808,32
819,32
409,32
714,32
26,32
189,32
718,32
206,32
454,32
437,32
352,32
581,32
588,32
68,32
427,32
676,32
879,32
998,32
615,32
386,32
170,32
467,32
264,32
757,32
497,32
643,32
799,32
84,32
322,32
173,32
399,32
153,32
771,32
706,32
66,32
340,32
551,32
273,32
548,32
76,32
838,32
784,32
850,32
511,32
872,32
156,32
566,32
369,32
160,32
990,32
400,32
10,32
924,32
159,32
57,32
703,32
201,32
60,32
234,32
209,32
896,32
760,32
731,32
462,32
47,32
953,32
843,32
181,32
518,32
138,32
912,32
278,32
737,32
785,32
85,32
827,32
300,32
834,32
436,32
499,32
543,32
183,32
285,32
911,32
882,32
42,32
857,32
530,32
229,32
144,32
796,32
323,32
80,32
919,32
561,32
949,32
597,32
938,32
88,32
365,32
271,32
570,32
751,32
231,32
220,32
147,32
167,32
564,32
793,32
816,32
458,32
608,32
603,32
6,32
639,32
528,32
526,32
36,32
108,32
250,32
127,32
699,32
64,32
102,32
847,32
217,32
916,32
83,32
468,32
712,32
394,32
424,32
207,32
235,32
672,32
952,32
622,32
129,32
191,32
401,32
931,32
304,32
225,32
571,32
128,32
654,32
391,32
946,32
762,32
32,32
772,32
801,32
529,32
18,32
717,32
848,32
539,32
453,32
773,32
131,32
514,32
446,32
420,32
63,32
337,32
621,32
12,32
735,32
182,32
618,32
921,32
134,32
310,32
740,32
90,32
828,32
614,32
448,32
405,32
755,32
190,32
906,32
495,32
33,32
691,32
19,32
854,32
317,32
347,32
397,32
970,32
673,32
875,32
479,32
123,32
885,32
79,32
252,32
171,32
789,32
92,32
115,32
859,32
858,32
677,32
288,32
898,32
500,32
197,32
930,32
274,32
521,32
999,32
976,32
715,32
135,32
432,32
219,32
290,32
287,32
891,32
422,32
227,32
329,32
94,32
172,32
158,32
151,32
979,32
704,32
780,32
831,32
763,32
381,32
680,32
46,32
305,32
997,32
915,32
690,32
292,32
504,32
623,32
629,32
348,32
395,32
973,32
98,32
758,32
694,32
455,32
531,32
573,32
607,32
940,32
72,32
282,32
435,32
314,32
456,32
341,32
404,32
568,32
628,32
616,32
30,32
650,32
591,32
652,32
247,32
410,32
296,32
50,32
114,32
642,32
154,32
393,32
488,32
951,32
648,32
261,32
556,32
658,32
55,32
188,32
478,32
239,32
489,32
349,32
360,32
577,32
768,32
175,32
162,32
611,32
268,32
899,32
266,32
472,32
542,32
423,32
471,32
638,32
769,32
992,32
842,32
269,32
419,32
929,32
